"","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","Vehicle_rep1","Vehicle_rep2"
"ADAM15",1981,6823,4431,5290,3786,4263,5022,3574,5771,5651,2591,8790,4485,7454,2490,3679,1117,8790,2533,1322,3745,1054,4732
"ADAM17",1088,3850,1748,2496,1168,3041,1945,1201,4602,2063,1130,1763,3535,2880,2343,1562,622,2566,2283,1822,2561,2521,7233
"ADAM18",1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"ADAM19",676,580,1062,1422,473,1815,458,888,317,298,467,1942,7678,1640,652,1021,445,4965,415,805,722,1238,4233
"ADAM1A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,172
"ADAM2",0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"ADAM20",4,7,3,6,5,12,4,6,4,3,7,3,3,8,2,2,3,6,1,1,1,0,6
"ADAM20P1",24,26,7,42,27,42,45,48,8,13,26,8,5,78,13,4,7,16,4,17,6,0,2
"ADAM21",19,75,34,21,38,34,20,27,36,19,42,30,18,49,59,17,7,21,53,25,30,21,73
"ADAM21P1",1,9,1,5,4,1,6,2,5,0,3,5,2,1,3,0,2,1,5,1,1,2,11
"ADAM22",1395,3638,1700,2936,2667,3836,5242,1419,3737,2496,4555,2271,2458,5025,3692,2083,437,848,1763,3011,694,319,784
"ADAM23",2336,2725,1761,980,1960,3241,3995,1593,4542,1400,2465,970,4345,1775,2273,1338,302,3206,999,653,1386,838,2568
"ADAM28",138,497,643,759,762,1266,636,725,661,1578,274,1576,264,874,974,1715,597,828,726,152,1145,2,6
"ADAM29",139,0,1,0,9,0,123,0,15,2,4,0,0,1,39,0,0,1,0,0,1,0,0
"ADAM30",0,0,0,0,1,0,0,0,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0
"ADAM32",70,97,14,42,43,129,73,144,17,95,25,15,72,23,86,11,44,86,9,21,46,9,32
"ADAM33",72,766,32,697,126,99,2189,19270,60,813,434,136,908,872,1160,529,303,812,37,77,540,22,145
"ADAM3A",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"ADAM5",0,2,0,1,0,2,0,1,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0
"ADAM6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADAM7",1,1,0,2,1,0,0,0,1,2,1,0,0,2,0,0,0,0,0,0,0,0,0
"ADAM8",87,728,1970,255,452,722,1421,309,111,858,215,131,295,315,303,547,95,907,492,355,1187,14,38
"ADAM9",6011,28385,9778,7379,4626,22327,8093,4672,5534,9419,3211,6374,26184,5402,6006,9274,2074,31187,10200,7385,15155,16976,49689
"ADAMDEC1",49,492,16,71,97,26,293,39,35,266,92,1102,15,21,69,225,37,167,35,64,106,0,0
"ADAMTS1",1157,2014,8399,1878,1351,1713,645,1179,2619,813,1462,327,4201,669,1030,1680,627,3043,2101,854,1134,397,1374
"ADAMTS10",328,574,198,270,732,1058,4125,3384,1358,974,1892,544,751,3001,863,1097,338,654,351,399,1180,437,1747
"ADAMTS12",71,82,463,723,188,256,80,276,219,262,327,241,204,342,272,188,26,789,136,75,393,133,524
"ADAMTS13",129,725,121,335,266,368,1229,653,292,551,417,324,251,2588,283,248,85,307,183,420,202,141,641
"ADAMTS14",90,1699,2537,167,759,470,510,523,127,261,81,367,310,128,260,610,61,3376,123,62,947,124,530
"ADAMTS15",1541,315,485,484,377,1488,261,401,2135,423,486,175,5029,110,375,280,61,2402,855,1028,957,5692,24179
"ADAMTS16",37,40,47,23,36,201,21,15,86,269,43,10,10,43,83,18,14,9,8,36,17,4397,17261
"ADAMTS17",59,169,17,695,220,50,359,155,207,61,125,302,44,340,149,50,61,51,60,571,29,37,153
"ADAMTS18",63,131,11,65,226,576,218,48,15,47,85,10,681,251,187,108,141,85,64,130,165,4,14
"ADAMTS19",7,3,2,2,19,4,6,62,201,9,172,32,95,55,120,17,7,23,4,7,6,3,14
"ADAMTS2",142,209,1965,182,300,783,517,72,95,659,163,207,216,137,282,559,74,1054,335,126,289,71,223
"ADAMTS20",204,0,0,5,5,10,26,6,15,1,3,2,3,2,34,1,5,2,1,0,5,0,0
"ADAMTS3",245,605,161,804,68,904,3091,206,983,155,54,145,1123,1393,202,16,54,742,576,838,565,99,285
"ADAMTS4",449,1384,1766,1979,7269,2857,2389,617,1346,454,1049,285,1721,360,1848,1704,395,3351,360,253,1174,61,219
"ADAMTS5",132,444,558,55,179,252,60,147,98,58,975,210,485,38,450,775,138,372,167,323,118,25,76
"ADAMTS6",188,442,53,235,136,618,666,532,585,355,424,224,420,777,323,191,72,650,127,300,156,53,149
"ADAMTS7",304,337,248,223,479,470,880,484,366,252,511,109,571,363,621,318,108,324,100,47,494,361,1776
"ADAMTS7P1",7,3,3,11,10,13,18,10,4,4,5,4,8,70,8,7,1,19,1,2,20,0,0
"ADAMTS8",81,63,22,161,425,182,104,150,1451,143,108,76,290,152,244,63,52,123,85,36,413,15,105
"ADAMTS9",914,1209,3112,1213,676,1927,1252,1570,2238,545,1050,3781,5074,815,723,1762,702,10094,489,1451,1329,209,664
"ADAMTS9-AS2",54,102,118,112,65,148,42,28,13,43,26,120,97,107,80,70,36,184,47,229,87,19,61
"ADAMTSL1",62,222,538,738,354,488,58,162,80,385,118,45,193,1173,449,47,13,1109,569,115,84,429,1716
"ADAMTSL2",200,481,218,887,912,1333,657,680,1148,614,768,1028,711,786,1509,677,535,589,799,119,754,11,78
"ADAMTSL3",48,24,261,90,64,121,35,59,55,61,42,66,87,162,121,96,67,56,18,10,79,485,1678
"ADAMTSL4",134,258,1096,248,285,342,365,1045,91,1197,147,281,427,640,178,942,210,551,223,179,816,95,501
"ADAMTSL4-AS1",11,17,3,10,20,18,21,10,3,13,3,294,10,10,4,20,11,12,0,11,11,0,3
"ADAMTSL5",3,13,50,10,9,8,22,46,15,71,20,9,6,128,25,43,4,18,5,11,45,40,106
"ADAP1",157,315,134,587,1537,425,1059,149,807,172,330,285,58,339,620,253,126,222,92,95,218,28,145
"ADAP2",239,1717,1744,1335,1383,1625,851,837,1287,1772,527,1510,870,1098,1349,2646,586,1742,1079,267,1255,19,43
"ADAR",5550,24124,8967,20603,13733,19420,18513,11257,22987,15511,11046,15542,22369,37219,11911,13257,3350,14983,12953,16179,11679,8957,30956
"ADARB1",917,627,1151,1210,753,900,3196,546,364,717,738,688,619,1685,570,653,189,778,679,239,453,441,1243
"ADARB2",248,72,26,264,740,342,595,18,314,30,870,227,30,224,253,177,115,69,12,36,57,6,32
"ADARB2-AS1",7,19,0,10,140,78,1,2,31,0,33,0,0,7,24,7,1,1,0,2,0,0,0
"ADAT1",905,2219,521,1041,979,1440,1503,836,1716,910,670,1068,1375,2164,1293,999,298,1340,728,847,963,530,1655
"ADAT2",241,319,202,186,230,310,491,389,162,174,344,196,171,259,423,172,137,348,143,167,175,78,195
"ADAT3",197,173,40,101,115,94,529,128,430,72,165,96,109,130,81,58,28,89,44,81,120,68,386
"ADCK1",502,689,229,668,579,825,766,903,520,401,797,665,631,439,726,297,184,552,376,218,554,320,1191
"ADCK2",1403,5621,2768,5192,2029,3115,2758,1944,3514,2404,1852,4417,1968,3172,1825,2236,737,3615,2671,2055,3192,386,1848
"ADCK5",266,424,154,371,179,208,633,604,306,312,361,451,240,600,308,230,152,378,89,134,292,164,669
"ADCY1",445,2285,580,166,2297,1006,397,366,260,396,1767,2753,443,1468,935,576,228,1445,818,1230,277,579,2158
"ADCY10",20,10,6,13,19,17,68,19,12,16,22,6,12,31,20,12,7,6,2,12,8,1,4
"ADCY10P1",87,277,74,94,217,206,1692,352,128,383,230,37,108,1251,153,124,77,134,32,56,52,10,24
"ADCY2",352,824,1411,2592,4339,2762,1435,2706,9677,8469,2289,2437,892,9607,4828,2887,332,3750,2793,588,3324,361,1270
"ADCY3",753,3354,2022,4570,1582,2754,2803,861,1418,1528,1333,1812,2531,2925,1401,2202,632,2358,2253,2006,1946,460,2054
"ADCY4",90,145,113,368,155,421,254,564,244,233,134,178,172,429,557,440,347,240,146,37,241,0,1
"ADCY5",1379,502,148,512,3952,875,3322,521,1517,566,2152,175,314,758,963,446,172,355,86,200,310,254,1060
"ADCY6",1158,3038,1809,3659,953,3271,4974,4415,2340,1794,1241,2096,11728,4649,2148,2254,945,2997,1750,1104,1805,1474,6001
"ADCY7",209,518,159,762,377,772,546,146,422,616,268,727,298,854,460,748,152,424,271,87,627,195,756
"ADCY8",1319,2031,349,724,1466,1079,663,1549,1099,677,1995,1518,9927,7661,1993,1322,497,788,2278,2343,617,109,401
"ADCY9",832,1272,985,1641,1134,924,2093,771,1016,1041,2070,1358,1945,2197,1365,1840,359,2119,1494,1087,1181,745,2920
"ADCYAP1",163,15,8,8,136,5,3,53,28,91,101,58,84,61,161,94,22,33,48,13,121,7,15
"ADCYAP1R1",2532,18853,552,2025,7775,10073,6580,22013,4380,11145,15867,24023,19551,50322,19784,13155,2860,37152,5451,2943,10811,96,446
"ADD1",8165,19309,9529,11460,19643,19292,23785,13638,21985,13525,15739,14744,20383,21064,15637,12516,4993,10883,13578,6769,13741,11903,43182
"ADD2",3069,3504,1315,3008,3480,3439,6310,1946,5451,3042,6115,2843,6202,3828,5140,2781,407,2653,2439,2515,1578,922,3489
"ADD3",2239,10871,2547,6188,10368,11606,6907,8806,5065,9733,3107,6628,5037,16720,8874,7787,1423,3925,6446,3395,4075,4087,9630
"ADD3-AS1",24,21,6,23,30,37,30,33,24,57,16,67,7,284,43,41,17,14,16,45,10,5,14
"ADGB",3,0,31,1,3,9,1,21,0,55,0,15,0,2,2,0,0,2,2,2,1,0,0
"ADH1A",0,0,2,1,1,0,1,2,2,2,4,2,0,10,0,3,0,1,1,2,0,0,0
"ADH1B",17,0,5,9,6,13,28,1,4,22,8,14,0,9,13,10,2,3,5,11,2,0,0
"ADH1C",0,1,1,4,0,1,0,0,6,2,1,3,1,0,3,2,1,0,1,4,3,0,0
"ADH4",1,18,52,1,14,1,5,4,6,5,2,1,3,0,4,3,1,49,2,10,3,1,3
"ADH5",6444,9587,6094,5847,5188,8308,6282,6218,7703,5814,5229,5556,9379,5265,9409,7187,2518,10655,4797,3414,7326,4608,13078
"ADH6",18,29,16,31,14,45,52,8,12,9,25,4,6,22,27,11,1,12,9,17,7,3,5
"ADH7",0,4,0,1,0,1,0,1,2,8,1,0,1,0,5,5,0,2,3,2,13,1,2
"ADHFE1",188,572,135,349,428,313,616,1396,284,715,243,312,140,1536,437,467,189,280,136,319,145,180,575
"ADI1",1094,5148,4795,4015,2389,3403,1387,3648,6683,5797,1163,5045,3164,8578,3091,4207,1674,4631,3459,1316,3831,1229,3701
"ADIG",9,14,21,24,7,20,0,47,25,71,5,31,1,27,6,17,2,2,7,7,8,0,0
"ADIPOQ",2,0,0,0,0,0,2,1,0,2,7,0,0,0,0,2,0,0,0,1,0,0,0
"ADIPOQ-AS1",2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
"ADIPOR1",3103,8330,7287,6225,5112,5229,4333,3803,6041,4773,3020,4412,3813,5193,4105,4206,1484,6672,2887,4929,4414,2260,7429
"ADIPOR2",2247,5393,3525,8493,9752,6586,5631,3073,7920,3470,4265,3528,4479,5379,3500,4038,1902,5349,3969,3649,3259,2400,6504
"ADIRF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,11
"ADK",1734,3118,804,2041,864,2775,1245,1103,1303,1299,704,1413,1353,811,1556,684,349,1197,959,983,867,1836,4817
"ADM",1600,5953,6228,2585,2923,6692,4961,928,705,1216,1865,351,1826,689,1299,3196,1320,11741,1890,10034,3125,19,66
"ADM2",53,230,43,186,52,696,57,597,7,38,11,36,159,14,24,44,14,14,6,10,137,37,168
"ADM5",19,39,14,74,28,39,112,114,64,33,30,179,22,41,36,55,29,49,18,29,70,3,34
"ADNP",4550,6571,3876,5287,5614,7179,8525,5379,6762,4079,9480,4532,8764,6312,6242,3802,1509,5127,3723,4421,4027,3730,10234
"ADNP2",1529,2088,913,3286,1588,4174,2934,1078,1960,994,1868,1771,3236,2237,1914,1223,492,1631,1473,1984,1066,788,2847
"ADO",1783,3483,914,2331,2106,3081,4710,1182,2181,833,1537,1228,2506,1147,1740,949,444,2013,1281,1136,1030,1149,2523
"ADORA1",4580,6861,3117,2109,3635,4132,2009,2494,1963,1025,1746,3761,4820,5381,2102,4560,1741,5248,4137,4342,4469,1364,6493
"ADORA2A",7,8,4,11,7,15,28,15,5,4,24,12,9,22,19,17,4,4,3,5,6,1,3
"ADORA2A-AS1",19,12,16,37,16,14,51,11,6,2,32,2,14,21,2,5,4,3,2,3,1,0,9
"ADORA2B",1119,418,435,288,349,622,245,224,73,133,185,132,530,113,391,260,114,368,498,535,324,149,421
"ADPGK",1014,2089,2863,3526,1757,2912,2518,2256,2211,2112,1226,2713,2705,2698,1896,2246,847,4256,1969,2430,2918,938,3260
"ADPGK-AS1",6,20,14,192,30,25,11,34,22,9,6,36,5,100,8,16,8,23,39,8,18,3,11
"ADPRH",338,945,1123,665,767,966,281,618,506,766,489,1169,735,924,565,556,226,1336,685,459,794,72,180
"ADPRHL1",167,147,43,281,100,125,183,109,122,57,78,156,83,108,115,63,24,84,31,43,80,55,169
"ADPRM",398,217,268,260,205,257,353,368,386,227,191,179,362,304,329,240,91,378,188,537,307,181,439
"ADRA1A",18,59,56,24,136,73,30,63,57,88,44,201,40,1149,103,141,7,8,28,26,48,13,40
"ADRA1B",80,90,80,37,113,265,55,61,56,53,170,98,55,101,172,36,145,100,40,53,34,38,155
"ADRA1D",10,636,26,174,86,118,50,753,141,68,59,59,133,864,47,34,16,248,482,139,173,43,202
"ADRA2A",132,37,307,33,115,39,52,59,777,36,196,333,44,359,113,50,18,145,378,188,36,126,506
"ADRA2B",13,38,22,53,176,142,56,8,121,4,65,8,19,19,49,50,80,5348,126,15,24,24,105
"ADRA2C",43,12,11,13,205,11,71,9,50,14,18,61,55,454,128,4,10,7,8,7,17,6,19
"ADRB1",16,566,31,273,224,318,254,43,37,38,215,86,127,303,228,162,61,42,316,243,50,12,29
"ADRB2",14,74,112,169,80,179,65,106,181,250,32,228,16,293,118,219,49,95,136,19,101,37,162
"ADRB3",1,0,1,0,2,4,2,6,0,0,2,3,0,6,5,2,2,1,3,3,6,0,0
"ADRM1",3541,8104,3898,5827,3065,3984,5357,4824,6601,3034,4361,6458,4873,4489,3572,2145,1172,6227,2624,2699,4419,1924,9489
"ADSL",4074,4641,1392,3034,1619,2816,3229,3226,3055,2053,2436,2050,3564,1420,2067,2392,1107,5104,1008,1407,2682,1401,4982
"ADTRP",3,7,80,13,34,11,6,15,3,14,13,16,5,15,12,33,2,16,6,5,35,1,7
"AEBP1",2709,19714,19759,70560,14083,14226,7650,28536,2283,21335,8726,25952,37204,88688,12460,59896,5935,42962,6089,3414,13645,1609,6842
"AEBP2",712,2594,2506,3219,1109,2249,1080,1293,1789,1045,951,1184,2136,1276,1058,1143,288,1552,1351,1669,970,989,1724
"AEN",837,1170,3272,1091,1727,876,2839,1243,1144,519,1227,3218,2864,1044,1124,791,571,3661,1040,271,2374,1070,3224
"AFAP1",2488,5316,4461,2679,3790,4585,5841,1102,4242,1674,6781,2204,5857,2888,4253,1506,521,2093,2175,813,1866,3129,11060
"AFAP1-AS1",17,15,11,22,27,22,34,5,12,6,15,9,13,11,12,8,3,8,3,4,6,2,16
"AFAP1L1",2002,732,332,398,582,788,1153,2490,595,459,907,701,2315,853,1945,1237,986,1058,737,3316,1142,42,170
"AFAP1L2",4576,500,167,550,2950,1005,7113,1246,5543,809,5839,2746,879,799,4024,756,315,2883,344,364,586,198,796
"AFF1",969,2672,3280,4095,2632,2940,4633,2716,2686,2207,1475,1758,3218,5641,2141,3529,1090,2562,2387,1393,1861,1400,3478
"AFF2",175,40,14,17,85,107,16,7,348,576,60,23,5,38,83,22,21,10,4,34,6,2041,5747
"AFF3",400,985,409,1409,1021,4016,1265,149,3058,549,1606,982,1092,1433,1779,139,155,457,41,100,296,474,1472
"AFF4",4704,8383,4358,7514,6234,8314,10004,2700,5485,2919,4218,4021,7368,8072,5709,4611,1133,5396,4525,5935,3647,6109,14614
"AFG3L1P",392,636,325,840,656,722,2269,1571,606,548,464,382,616,2403,604,449,288,527,167,586,319,164,395
"AFG3L2",1328,3714,1618,8023,2078,4803,2153,1694,2984,1380,2602,2554,3683,3495,1797,1954,520,2791,2247,2132,1778,1649,5242
"AFM",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AFMID",902,759,513,958,2262,684,1297,786,1307,620,984,553,871,579,1923,677,349,976,605,752,482,260,813
"AFP",2,9,143,8,18,15,2,69,25,6,4,13,2,11,2,12,5,7,47,5,8,8,24
"AFTPH",518,1241,1311,1059,1147,1332,938,869,1887,1188,1031,812,1609,1407,1195,1345,306,1448,930,1076,957,1001,2250
"AGA",1311,2917,1316,1593,1168,2659,699,1064,1152,937,427,1077,1155,1779,1180,1369,341,2311,666,444,1897,449,1309
"AGAP1",4246,2532,1592,2668,10565,3735,15819,2428,3300,1305,5783,1612,7567,3188,3737,3228,786,3577,1142,2036,1984,992,3373
"AGAP11",3,0,1,1,1,0,1,0,0,1,1,2,0,8,1,0,1,2,0,0,0,1,2
"AGAP2",1298,438,173,572,10022,437,3902,1708,2342,1083,25768,734,5601,2109,11050,980,709,2653,466,690,611,429,1577
"AGAP2-AS1",471,1024,358,562,3142,417,422,333,157,448,2945,550,3157,508,4587,355,202,1564,514,343,619,49,197
"AGAP3",3830,11113,2774,6745,6553,5020,10952,6369,6054,4033,9810,4687,5283,8117,7305,2994,1901,5232,2946,2918,3069,1207,5681
"AGAP4",175,101,30,100,117,162,656,327,49,106,140,81,115,314,88,90,53,96,31,107,65,14,39
"AGAP5",8,15,2,15,7,18,63,25,6,9,8,3,18,41,6,15,7,5,0,18,3,8,47
"AGAP6",382,571,188,596,241,497,1250,1035,182,227,321,227,259,1111,287,286,214,314,68,254,193,54,138
"AGAP9",245,272,92,221,214,198,1116,463,130,92,327,98,197,444,160,141,85,133,7,26,75,0,0
"AGBL1",0,0,0,1,5,2,0,1,1,1,3,2,0,8,5,0,0,0,0,3,2,1,0
"AGBL1-AS1",0,0,4,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0
"AGBL2",51,123,103,69,29,48,57,302,21,141,10,96,46,359,56,158,21,110,43,133,69,23,36
"AGBL3",222,307,151,286,236,484,533,457,213,386,207,446,345,1079,332,274,133,188,106,171,168,21,48
"AGBL4",42,1699,63,105,110,32,23,53,34,222,76,96,23,179,100,11,31,55,268,176,104,18,34
"AGBL4-IT1",1,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0,0
"AGBL5",1748,3072,1136,1871,1081,1937,3046,1570,3573,2405,1273,1292,1968,1840,1563,1326,450,1712,1101,1074,1639,1354,5017
"AGBL5-AS1",1,5,0,1,2,0,4,1,1,2,1,10,0,0,1,3,1,1,0,6,1,0,3
"AGER",150,178,60,205,113,191,682,942,226,282,151,198,230,774,273,261,148,315,69,213,112,52,182
"AGFG1",2683,4961,4703,4099,4606,4872,5873,3573,5509,3354,3650,2511,5996,3551,5680,3713,1162,4949,3598,2856,4248,2042,5187
"AGFG2",899,5207,1979,3572,2011,2875,2096,2859,4948,3457,1020,4062,1747,5105,1399,3135,946,2852,2730,1441,3075,601,2224
"AGGF1",2179,3947,2462,4739,2347,4971,2287,2075,3021,1309,1729,3118,3573,4332,2734,2075,711,3427,3833,3060,2125,1855,4213
"AGK",1069,3088,1629,2692,1644,2755,3371,2282,2658,1709,2019,2041,2987,3720,2031,1806,676,3877,1698,2178,1519,642,1895
"AGL",1566,2849,684,1933,1461,1976,803,964,1121,1486,736,931,1853,2061,1558,2145,415,1056,1764,1090,917,845,2053
"AGMAT",22,89,44,154,76,107,55,54,141,89,39,97,40,178,129,76,30,105,83,51,131,58,160
"AGMO",47,1154,60,135,81,501,76,207,198,325,114,21,359,703,182,128,78,972,300,229,230,0,1
"AGO1",1060,3912,1722,3682,2338,2521,2359,982,3372,1817,1864,1634,3287,3173,2322,2797,475,2321,2587,2009,1397,2360,7575
"AGO2",1796,2806,1711,3403,3633,3106,7514,1905,1752,1086,4452,1893,2917,6935,1970,1845,664,2658,1303,1806,1144,343,1214
"AGO3",896,1215,849,1833,1353,1549,1574,1459,1729,969,1465,547,1541,2734,1427,1003,359,1217,1096,1389,518,524,1346
"AGO4",1067,1085,612,1344,1596,1751,1578,1392,1047,1161,1928,825,1161,1664,1497,1409,425,1177,863,928,771,602,1539
"AGPAT1",3346,10209,3327,5274,5073,6190,9534,4920,7710,4196,5165,5210,8970,7289,5095,3925,1581,5745,5519,5381,5286,3796,15010
"AGPAT2",99,908,1448,555,451,332,214,781,861,842,106,1679,1106,884,304,580,246,987,790,615,1177,326,1513
"AGPAT3",2352,8731,4724,7767,6475,7513,8014,6416,5660,5526,2794,6831,6268,11818,4970,6373,1117,7609,7201,3836,5740,3267,12156
"AGPAT4",2016,2218,1006,1400,3389,2737,10258,2487,1714,1286,2677,832,1029,2157,2292,1032,450,1700,621,575,1111,1351,4084
"AGPAT5",4611,12483,2731,4968,3495,8451,6274,3653,4752,4121,3381,4001,7141,7930,6271,3815,2191,6655,4069,3829,6121,3520,7920
"AGPS",1475,2467,2079,2370,2719,2873,2726,1550,2973,1528,1875,1622,2912,2324,3039,1883,519,2940,1891,1593,1957,1732,4040
"AGR2",1,0,0,0,0,2,1,1,1,52,2,1,1,1,0,3,2,1,0,1,0,0,0
"AGR3",1,0,7,0,6,4,4,73,0,34,0,44,4,4,3,3,2,4,3,2,9,0,0
"AGRN",4111,20253,8367,13258,6790,15818,20679,11956,20803,7895,13499,9833,32602,15240,20588,11065,5147,16127,7881,2926,16606,13469,75463
"AGRP",2,12,9,11,7,2,8,13,5,17,2,30,2,11,10,8,1,21,1,3,7,0,0
"AGT",5981,12351,6034,14385,12680,12264,8719,48728,30843,41918,14708,78536,15906,49145,15825,56004,8918,71482,7080,7518,17695,114,457
"AGTPBP1",1277,988,846,1143,2269,1632,1136,603,1552,1078,1839,564,955,1183,1851,1008,287,1087,915,864,661,727,1607
"AGTR1",6,2,106,27,25,15,6,82,9,178,31,10,48,55,6,25,1,81,14,10,17,7,11
"AGTR2",0,0,0,1,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,0
"AGTRAP",1151,6369,2778,7088,1562,2269,1382,2382,3615,2613,1007,2315,1889,1419,1222,2216,533,2700,2493,1117,4209,672,3021
"AGXT",0,2,6,666,205,3,21,3,0,0,6,2,0,2,9,0,1,13,0,0,1,0,0
"AGXT2",0,0,1,1,0,0,2,0,0,1,17,3,0,0,0,0,1,0,1,0,0,0,0
"AHCTF1",1173,2290,3491,2746,2030,2851,2045,1111,3288,1086,1653,1384,2546,2632,1343,1694,514,2240,878,2239,1667,744,1894
"AHCTF1P1",23,35,47,52,41,50,52,24,67,27,31,67,48,88,19,25,12,22,9,27,21,22,43
"AHCY",4951,14501,5409,6439,4379,6741,6473,7507,8064,4537,8120,9311,9527,4795,6705,4414,2239,10670,5973,5544,10453,3544,15426
"AHCYL1",4948,14652,5972,21101,19249,10918,13966,20962,20028,21082,9438,14687,14400,57872,11868,45479,4140,15200,31706,12384,14566,4535,13589
"AHCYL2",1428,6604,3151,5575,4002,7192,5110,5002,4274,9091,2691,3950,5705,8686,3633,7277,1178,4244,7978,3862,3413,2200,6381
"AHDC1",785,5166,2654,12116,2626,5358,1741,2821,4652,2342,3356,5763,5277,10038,2569,2750,817,2783,3496,1013,2512,1156,5198
"AHI1",619,1101,876,1066,697,1008,2573,1112,436,749,789,579,549,1072,975,474,353,909,635,865,551,438,886
"AHNAK",1968,5711,17976,9284,12772,7831,2742,9599,8155,11762,1820,11746,15670,38848,4543,13548,1871,21639,9284,2626,8210,11155,44505
"AHNAK2",372,377,1561,11544,1358,7143,155,90,108,225,194,257,501,1156,558,278,129,1344,369,430,1622,3101,14092
"AHR",1826,734,3924,373,1885,1477,2359,1398,1176,5185,1774,8583,337,139,2354,1477,570,3562,546,238,2859,616,1490
"AHRR",82,327,105,194,88,204,136,177,130,173,210,62,130,204,204,55,59,144,157,158,110,819,3322
"AHSA1",2838,3104,2181,4448,3936,4664,2964,3700,3993,2216,5495,3892,4180,3458,5516,1695,938,4423,3438,3169,2805,2204,5946
"AHSG",15,5,9,15,6,5,6,3,6,7,33,15,23,43,11,0,3,1,3,0,3,0,3
"AHSP",8,4,32,5,3,0,4,1,5,1,3,1,1,8,30,0,4,4,0,0,2,0,1
"AICDA",0,2,0,1,0,1,2,0,2,0,0,1,0,0,3,0,0,1,3,1,1,0,0
"AIDA",1345,2553,1620,1862,1114,2271,1623,925,1485,974,1074,1425,2227,1487,1962,2030,419,1856,974,1038,1665,574,1092
